item_name,vendor_id,min_price,max_price,unit
Plastic bags,demo_vendor,,,
Plastic blank cover,demo_vendor,,,
"Plastic cover, brushs,etc",demo_vendor,,,
Plastic piping wrap,demo_vendor,,,
Plastic self tapping screws,demo_vendor,,,
Plate bar,demo_vendor,,,
Plumbers tape,demo_vendor,,,
Plumbing fittings and hose,demo_vendor,,,
Plywood 5/8,demo_vendor,,,
"Plywood, 2x4, hardware",demo_vendor,,,
Portable Toilet/Handwashing Station,demo_vendor,,,
Portland cement,demo_vendor,,,
Posts,demo_vendor,,,
Pothole Repair,demo_vendor,,,
Premium Exterior Caulk,demo_vendor,,,
Premium polymer bathroom caulk,demo_vendor,,,
Pressure treated fence,demo_vendor,,,
Primer and Paint (Color Matched),demo_vendor,,,
Pump,demo_vendor,,,
Push Bar,demo_vendor,,,
Quick create,demo_vendor,,,
Quickset concrete for fence post,demo_vendor,,,
Quikrete 20 lb. Hydraulic Water-Stop Cement Concrete Mix,demo_vendor,,,
Quikrete 20 lb. Quick-Setting Cement Concrete Mix,demo_vendor,,,
Quikrete 4 lb. 1 Qt. Concrete Patching Compound,demo_vendor,,,
Quikrete 50 lbs. 5000 PSI Concrete Mix,demo_vendor,,,
Quikrete Hydraulic Cement,demo_vendor,,,
Quoted Work,demo_vendor,,,
ROBERTS 7200 1 Gal. Wall and Cove Base Adhesive,demo_vendor,,,
Rails,demo_vendor,,,
Rebar drilled in the pixieden to existing concrete slab.,demo_vendor,,,
Rectangular Downspout B Elbows,demo_vendor,,,
"Reduced Pressure Zone Assembly 2""",demo_vendor,,,
Reinforcement Support plate for Hinge,demo_vendor,,,
Remaining Proposed Amount,demo_vendor,,,
Remove and Dispose the Donation Bin,demo_vendor,,,
Repair Clip,demo_vendor,,,
Repair ceiling metal frame,demo_vendor,,,
Replacement masonry blocks,demo_vendor,,,
Replacement siding panels (matching profile),demo_vendor,,,
"Restroom Stall Door Privacy Cover, 58"" Opaque",demo_vendor,,,
Reversible PV 7 1/4X 8FT,demo_vendor,,,
Rod,demo_vendor,,,
Rod closer,demo_vendor,,,
Rodent Traps,demo_vendor,,,
Rolle,demo_vendor,,,
Roller pad,demo_vendor,,,
Roof dam,demo_vendor,,,
Rubber cove,demo_vendor,,,
Rubber sealant,demo_vendor,,,
Rubber seals,demo_vendor,,,
Rust-Oleum Stops Rust 11 oz. Bright Coat Metallic Copper Spray Paint,demo_vendor,,,
SAND PAPERS,demo_vendor,,,
STEEL WOOL,demo_vendor,,,
"SUPPLIES-BAGS, DISPOSABLE GLOVES, ETC",demo_vendor,,,
Safety Gear,demo_vendor,,,
Safety mask,demo_vendor,,,
Safety yellow paint,demo_vendor,,,
Sand blocks,demo_vendor,,,
"Sand paper, Painters Tape",demo_vendor,,,
Sanding blocks,demo_vendor,,,
Sanding pads,demo_vendor,,,
Sanding sponge,demo_vendor,,,
Sanitization / Disinfectant,demo_vendor,,,
Saw Blade,demo_vendor,,,
Saws blades,demo_vendor,,,
Scrapers - $25,demo_vendor,,,
Screen wire,demo_vendor,,,
Screws self drill (box),demo_vendor,,,
Screws/fasteners,demo_vendor,,,
Scrubber brush,demo_vendor,,,
Seal,demo_vendor,,,
Sealer,demo_vendor,,,
Sealing and Waterproofing,demo_vendor,,,
Seam tape,demo_vendor,,,
Securing Materials and Hardware,demo_vendor,,,
Self level caulk,demo_vendor,,,
Self leveling concrete,demo_vendor,,,
Self tapping screws with rubber washer,demo_vendor,,,
Self-Tapping Gutter Screws Slotted Hex Washer Head #8 X 1/2”,demo_vendor,,,
Severe Weather 5/8-in x 6-in x 8-ft Dog Ear Fence Picket,demo_vendor,,,
Sheet metal screws,demo_vendor,,,
Sheetrock 5/8 4x8,demo_vendor,,,
Sherwin wiliams super paint,demo_vendor,,,
Shovels,demo_vendor,,,
Shutter Brackets,demo_vendor,,,
Sidewalk grates,demo_vendor,,,
Sika Mix-In-The-Bag Expanding Polyurethane Post-Setting Foam 33 Fluid ounce(s) Fence post mix,demo_vendor,,,
SilverCote R-25 Post Frame Insulation Roll 4’ x 60’,demo_vendor,,,
Single cylinder integrated lock. ANSI Grade 3 security.,demo_vendor,,,
Site Cleanup,demo_vendor,,,
Small Supplies,demo_vendor,,,
Smoke detectors,demo_vendor,,,
Soffit Panels,demo_vendor,,,
Southwire 100 ft. 14/2 Solid Romex SIMpull CU NM-B W/G Wire,demo_vendor,,,
Southwire 50 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,demo_vendor,,,
Spackle,demo_vendor,,,
Specialized cleaning supplies:,demo_vendor,,,
Spray Foam Insulation,demo_vendor,,,
Spray bottle,demo_vendor,,,
Sprayman Pro Pest Blocker Foam,demo_vendor,,,
Stainless steel corner guards,demo_vendor,,,
"Standard Steel Mailbox, Without Pole, 7""W x 19""D x 9""H Mailbox Dim",demo_vendor,,,
Steel Angle Frame Fabrication,demo_vendor,,,
Steel grate,demo_vendor,,,
Steelwool,demo_vendor,,,
Store numbers,demo_vendor,,,
String liner,demo_vendor,,,
Stucco patching kit,demo_vendor,,,
Sweeps,demo_vendor,,,
T of ceiling tile,demo_vendor,,,
Tarp,demo_vendor,,,
Technical,demo_vendor,,,
Tek screws,demo_vendor,,,
Termite Services,demo_vendor,,,
Texh1,demo_vendor,,,
Time inncured x 2 hrs,demo_vendor,,,
Torquescrews,demo_vendor,,,
Towels,demo_vendor,,,
Trash bags,demo_vendor,,,
"Trash bags, Gloves, Mask, Hazard suit",demo_vendor,,,
Treated Plywood,demo_vendor,,,
Tree trim,demo_vendor,,,
Trim Boards,demo_vendor,,,
U bolts,demo_vendor,,,
Unaccounted Time-,demo_vendor,,,
Unbranded 15/32 in. x 4 ft. x 8 ft. BC Sanded Pine Plywood,demo_vendor,,,
Unbranded 6 in. x 6 in. x 16 ft. #2 Pressure-Treated Ground Contact Southern Line Timber,demo_vendor,,,
Urethane caulk,demo_vendor,,,
Ursthane,demo_vendor,,,
"Use of specialty equipment, use of Trailer mounted pressure washer",demo_vendor,,,
Uv tube light,demo_vendor,,,
VCT adhesive,demo_vendor,,,
VCT tiles,demo_vendor,,,
Vacuum Breakers,demo_vendor,,,
Vct tile adhesive,demo_vendor,,,
Vent cover,demo_vendor,,,
Vertical metal siding,demo_vendor,,,
Visits,demo_vendor,,,
Voltage tester,demo_vendor,,,
Wall block,demo_vendor,,,
Wall capping,demo_vendor,,,
Wall patch,demo_vendor,,,
Wall repair,demo_vendor,,,
Waterproof Silicone Caulk,demo_vendor,,,
We'll need approximately ten bags of cement.,demo_vendor,,,
Weather proof exterior silicone,demo_vendor,,,
Weatherproof Metalic Device Cover,demo_vendor,,,
Welded Wire Mesh + Dowel Pins:,demo_vendor,,,
Welding Supplies,demo_vendor,,,
Welding electrodes,demo_vendor,,,
Welding rods and materials,demo_vendor,,,
"Welding rods, grinding & prep materials:",demo_vendor,,,
White PVC white door frame kit,demo_vendor,,,
White paint,demo_vendor,,,
"Wire Nuts, JB w/Cover, Straps, Clips, MC Fittings, Misc. Material",demo_vendor,,,
"Wire Nuts, Straps, Clips, WP Gaskets, Misc. Material",demo_vendor,,,
Wire wool,demo_vendor,,,
Wires and batteries,demo_vendor,,,
"Wood Sealer / Stain (UV-Resistant, 1 Gallon):",demo_vendor,,,
XCLUDER RODENT CONTROL STEEL WOOL,demo_vendor,,,
XL zip ties,demo_vendor,,,
Xcluder brand door seal bottom roll up,demo_vendor,,,
Yellow paint,demo_vendor,,,
Z Brackets,demo_vendor,,,
Zurn Wilkins 3/4-in Bronze MNPT Reduced pressure backflow preventer,demo_vendor,,,
Zurn Wilkins Universal Hydrant Repair Kit for Model 975XL Backflow Preventers,demo_vendor,,,
anchors (incurred),demo_vendor,,,
asphalt crack repair liquid 1 gallon,demo_vendor,,,
bin removal,demo_vendor,,,
bolts & locknuts,demo_vendor,,,
bonding agent,demo_vendor,,,
brick-lock cement,demo_vendor,,,
"brushes, rollers, and scrapers",demo_vendor,,,
cc rate,demo_vendor,,,
chainsaw,demo_vendor,,,
chip brushes,demo_vendor,,,
cleaning up materials,demo_vendor,,,
cleanning stuff,demo_vendor,,,
commercial door sweeper,demo_vendor,,,
commercial mold treTMENT,demo_vendor,,,
commerical vaccum,demo_vendor,,,
concrete bond primer,demo_vendor,,,
concrete patch,demo_vendor,,,
concrete rubber mastic top coat sealant,demo_vendor,,,
construction tape,demo_vendor,,,
cord 20 amp,demo_vendor,,,
dehumidifier (incurred),demo_vendor,,,
dewalt   drill,demo_vendor,,,
dock seals/ cushion/pillows,demo_vendor,,,
door lock handles,demo_vendor,,,
door spring,demo_vendor,,,
door sweeps/fasteners/bits,demo_vendor,,,
excluder Sweeps,demo_vendor,,,
expanding foam,demo_vendor,,,
exterior-grade cement mix,demo_vendor,,,
fine barrier caulk sealant,demo_vendor,,,
fireproof caulking,demo_vendor,,,
"flamingo cement R""7",demo_vendor,,,
gas/ flat 125,demo_vendor,,,
grass seed,demo_vendor,,,
hangers (incurred),demo_vendor,,,
hydraulic concrete,demo_vendor,,,
l4bor,demo_vendor,,,
light fixture repair,demo_vendor,,,
lock washers,demo_vendor,,,
lockbox,demo_vendor,,,
locks and bracket,demo_vendor,,,
masonry paint,demo_vendor,,,
masonry sand,demo_vendor,,,
master lock key holder,demo_vendor,,,
master rate,demo_vendor,,,
mesh wires,demo_vendor,,,
metal L brackets/Flashing,demo_vendor,,,
missing time,demo_vendor,,,
mold prevention paint,demo_vendor,,,
mortar bag mix,demo_vendor,,,
paint 5 gallon,demo_vendor,,,
paint exterior,demo_vendor,,,
paint roller,demo_vendor,,,
payment,demo_vendor,,,
personal protective wear,demo_vendor,,,
pipe (incurred),demo_vendor,,,
planks,demo_vendor,,,
plastic clear holder temporary,demo_vendor,,,
ppe,demo_vendor,,,
pressure washing chemicals,demo_vendor,,,
primer 5 gallon,demo_vendor,,,
roller,demo_vendor,,,
sand for mixture,demo_vendor,,,
sandpapers,demo_vendor,,,
sewer grate drain cover,demo_vendor,,,
slab smoothed out,demo_vendor,,,
snow caps,demo_vendor,,,
steel sheet metal,demo_vendor,,,
stucco,demo_vendor,,,
stucco caulking,demo_vendor,,,
stucco foam,demo_vendor,,,
stucco mesh,demo_vendor,,,
tarps,demo_vendor,,,
texture block,demo_vendor,,,
total manhrs,demo_vendor,,,
transfer pump (incurred),demo_vendor,,,
tubing (incurred),demo_vendor,,,
uline door sweep,demo_vendor,,,
waterproof sealing materials,demo_vendor,,,
waterprooof sealer,demo_vendor,,,
weather skirt of the roll down door,demo_vendor,,,
wellness check,demo_vendor,,,
wire brushes,demo_vendor,,,
wire mesh,demo_vendor,,,
"xcluder 10 ft x 3"" rodent proof receiving door seal ket",demo_vendor,,,
"xcluder 36"" rodent proof door sweep",demo_vendor,,,
xcluder rodent control steel wool blend fabric,demo_vendor,,,
zip tape flashing,demo_vendor,,,
'Weld Wood' Contact Cement,demo_vendor,,,
4pk cutting wheels,demo_vendor,,,
Clean up,demo_vendor,,,
Concrete Cutting Sa,demo_vendor,,,
Demolition of POS Cabinet,demo_vendor,,,
Metal hole saw bit,demo_vendor,,,
Shear Cutter (Owned),demo_vendor,,,
"1 box 2"" brass cabnet screws",demo_vendor,,,
1 inch self taping screws,demo_vendor,,,
12 inch double glides,demo_vendor,,,
"18""x18"" Commercial Carpet Tiles",demo_vendor,,,
"2x4 “ wood , nails and washers",demo_vendor,,,
2x6x6 finished lumber,demo_vendor,,,
4 doors and hinges,demo_vendor,,,
4 each cabinet brackets and hardware,demo_vendor,,,
4'x4' wood sheet,demo_vendor,,,
5in hole maker drill bid,demo_vendor,,,
6in Metal Grinder blade,demo_vendor,,,
8'x4' wood sheet,demo_vendor,,,
90 degree plate,demo_vendor,,,
Adhesive/JB Weld,demo_vendor,,,
Base cabinet mil,demo_vendor,,,
Cabinet hinge,demo_vendor,,,
Cabinet hinges,demo_vendor,,,
Cabinet lock,demo_vendor,,,
Cabinet repair,demo_vendor,,,
Cabinets 42x30,demo_vendor,,,
Commercial Adhesive (Glue),demo_vendor,,,
Concrete Adhesive,demo_vendor,,,
Countertop,demo_vendor,,,
Custom-made commercial-grade Hard Wood Four Units Cabinet With Ball Bearings Drawers,demo_vendor,,,
Door magnets,demo_vendor,,,
Double Ball Bearing Drawer Slides,demo_vendor,,,
"Drywall anchor, drywall screw, installation",demo_vendor,,,
Fan cover bracket,demo_vendor,,,
Fittings Kit,demo_vendor,,,
Fittings and Hoses,demo_vendor,,,
HASP lock,demo_vendor,,,
Handles an hinges,demo_vendor,,,
Hide away hinges,demo_vendor,,,
"Hinges, hardware, locks, handles",demo_vendor,,,
Laminate Countertop,demo_vendor,,,
Mats,demo_vendor,,,
Melamine- wood,demo_vendor,,,
Metal Bit,demo_vendor,,,
Metal Cutting Grinding Wheel,demo_vendor,,,
"PPE (Plywood, screws, drill bits, disposables)",demo_vendor,,,
Plywood floor piece,demo_vendor,,,
Premium Sink Faucet,demo_vendor,,,
Replaced Drawer Slide Set,demo_vendor,,,
Screw pack,demo_vendor,,,
"Screw, nuts and bolts",demo_vendor,,,
Screws #8 Pan Head 3/4 in,demo_vendor,,,
Screws and anchors,demo_vendor,,,
Shelving,demo_vendor,,,
Sink Base Kitchen Cabinet,demo_vendor,,,
Sliders,demo_vendor,,,
Soft close cabinet hinges pack of 2,demo_vendor,,,
Stainless-Steel Sink,demo_vendor,,,
Steel Carriage Bolt,demo_vendor,,,
Trim board,demo_vendor,,,
Trim nails,demo_vendor,,,
"Vestil 3/4"" x 4"" Concrete Anchor Bolts AS-344 (10 pack)",demo_vendor,,,
WD40,demo_vendor,,,
assorted fittings,demo_vendor,,,
compressed wood,demo_vendor,,,
fastening materials,demo_vendor,,,
frp,demo_vendor,,,
"hardware - screws,trim nails",demo_vendor,,,
metal conners,demo_vendor,,,
moved to equipment,demo_vendor,,,
scews and other hardware,demo_vendor,,,
supply lines,demo_vendor,,,
tubes,demo_vendor,,,
wood,demo_vendor,,,
wood filler,demo_vendor,,,
wooden beams support,demo_vendor,,,
Asphalt Binder,demo_vendor,,,
Asphalt roller,demo_vendor,,,
Carpet Extractor,demo_vendor,,,
Carpet cleaner,demo_vendor,,,
Carpet knife,demo_vendor,,,
Dollies,demo_vendor,,,
Glue and carpet materials,demo_vendor,,,
Grinder with filtration,demo_vendor,,,
Pallet Jack Owned,demo_vendor,,,
Removal and Clean Up Of The Affected Areas Listed,demo_vendor,,,
Scrapers,demo_vendor,,,
Vaccum,demo_vendor,,,
cleaning,demo_vendor,,,
grinder renatl,demo_vendor,,,
grinder with filtartion,demo_vendor,,,
plastic roll,demo_vendor,,,
tools,demo_vendor,,,
zipwall,demo_vendor,,,
1 Gal Universal Resilient Flooring and Carpet Tile Floor Adhesive,demo_vendor,,,
1 gal Roberts flooring adhesive,demo_vendor,,,
1-Gallon Tape and Adhesive Remover,demo_vendor,,,
2 Bags Of Fine Silica For Top Coat,demo_vendor,,,
"6.5 oz. Corrosion Inhibitor, Long-Lasting Adhesive Removal Spray",demo_vendor,,,
7350 Universal Tile adhesive,demo_vendor,,,
8 Gal of Paint,demo_vendor,,,
"8FT Fluted Surface, Aluminum,",demo_vendor,,,
ADD PHOTOS PLEASE,demo_vendor,,,
ADHESIVE,demo_vendor,,,
Additional Carpet + Adhesive,demo_vendor,,,
Adhesive Remover,demo_vendor,,,
Anchor and screws,demo_vendor,,,
Anchors concrete bolts,demo_vendor,,,
Armstrong flooring VCT 45 sq ft case,demo_vendor,,,
Asphalt sealer,demo_vendor,,,
Basic electrical components,demo_vendor,,,
Brush to spread adhesive,demo_vendor,,,
Carpet Binding,demo_vendor,,,
Carpet Materials,demo_vendor,,,
Carpet adhesive and materials to apply the adhesive,demo_vendor,,,
Carpet adhesive and tools,demo_vendor,,,
Carpet and Adhesive,demo_vendor,,,
Carpet ashesive,demo_vendor,,,
Carpet glu,demo_vendor,,,
Carpet glu remover,demo_vendor,,,
Carpet shampoo,demo_vendor,,,
Carpet tile,demo_vendor,,,
Carpet tile adhesive (1 gal),demo_vendor,,,
Cleaning,demo_vendor,,,
Cleaning Solution,demo_vendor,,,
Commercial adhesvie,demo_vendor,,,
Contact cement,demo_vendor,,,
Custom.9DF3,demo_vendor,,,
Dalton Enterprises SS-1H Tack Coat Asphalt Binding 30 Buckets,demo_vendor,,,
Decorative bricks,demo_vendor,,,
Deodorizer,demo_vendor,,,
Enzymes,demo_vendor,,,
Epoxy Flooring,demo_vendor,,,
Exterior-grade drywall,demo_vendor,,,
Fabric adhesive,demo_vendor,,,
Flatbrate,demo_vendor,,,
Floor roller,demo_vendor,,,
Flooring glue,demo_vendor,,,
Framing (treated wood/metal studs),demo_vendor,,,
Glue carpet tiles,demo_vendor,,,
Gorilla Glue,demo_vendor,,,
HARDWARE,demo_vendor,,,
Heatless Carpet Adhesive,demo_vendor,,,
Heavy-duty adhesive,demo_vendor,,,
Henry's adhesive,demo_vendor,,,
Interior drywall,demo_vendor,,,
Lab0r,demo_vendor,,,
Level Pro Self leveling underlayment,demo_vendor,,,
Liquid Nails 10 oz. Heavy Duty Construction Adhesive,demo_vendor,,,
Loctite Gel Control 0.14 oz. Super Glue,demo_vendor,,,
MASTEC ADHESIVE REMOVER NON TOXIC,demo_vendor,,,
Materials - Everbilt 2 in. Zinc-Plated Double-Wide Corner Brace (2-Pack),demo_vendor,,,
Materials - drill bit,demo_vendor,,,
Materials - furniture screws,demo_vendor,,,
Metal Trim,demo_vendor,,,
Mineral spirit,demo_vendor,,,
Mortar mix,demo_vendor,,,
"Mounting hardware (floor scraper for removing old adhesive, utility knife)",demo_vendor,,,
Nxt lvl,demo_vendor,,,
Oil spot primer,demo_vendor,,,
Pack of carpet razors,demo_vendor,,,
Paint + Primer,demo_vendor,,,
Paint thinner,demo_vendor,,,
Pre-spray vital/oxide,demo_vendor,,,
Premium Fast Grab Carpet Adhesive 704,demo_vendor,,,
Pressure sensitive adhesive,demo_vendor,,,
Rinse agent,demo_vendor,,,
Rubber mat tracks,demo_vendor,,,
Rubber runner,demo_vendor,,,
Safe green virus/bacteria cleaner,demo_vendor,,,
Scraper blade replacement,demo_vendor,,,
Screws and fasteners,demo_vendor,,,
"Sherwin Williams Tuf-Top WC Floor Coating Pads, Soft Supplies)",demo_vendor,,,
Spot & stain remover,demo_vendor,,,
TMF cleaning supplies,demo_vendor,,,
Tape and joint compound,demo_vendor,,,
Threshhold,demo_vendor,,,
Tile case,demo_vendor,,,
Tile glue,demo_vendor,,,
Treshold,demo_vendor,,,
Wall moldings,demo_vendor,,,
Xxxx carpet cleaner and material,demo_vendor,,,
adhesive and carpet tools,demo_vendor,,,
adhesive removal,demo_vendor,,,
baseboard,demo_vendor,,,
box of rubber tile,demo_vendor,,,
carpet,demo_vendor,,,
charcoal multi level loop,demo_vendor,,,
cloths,demo_vendor,,,
concrete anchors,demo_vendor,,,
concrete bolts + anchor,demo_vendor,,,
concrete etch,demo_vendor,,,
covebase,demo_vendor,,,
dixposal,demo_vendor,,,
don't auto submit,demo_vendor,,,
entry threshhold,demo_vendor,,,
entry threshholds,demo_vendor,,,
floor adhesive,demo_vendor,,,
floor cleaner,demo_vendor,,,
floor patch,demo_vendor,,,
flooring,demo_vendor,,,
flooring primer,demo_vendor,,,
incurred anchors,demo_vendor,,,
joint compound,demo_vendor,,,
laticrete,demo_vendor,,,
low profile threshhold,demo_vendor,,,
pressure sensitive glue,demo_vendor,,,
spray lcarpet flooring Adhesive lock 9500,demo_vendor,,,
taking baseboard and panels to workshop and painting them,demo_vendor,,,
telescopic hinge,demo_vendor,,,
threshholds,demo_vendor,,,
tile,demo_vendor,,,
"tools, and equipment",demo_vendor,,,
xxxx addtional hrs,demo_vendor,,,
xxxx cleaner and materials,demo_vendor,,,
10 foot ladder,demo_vendor,,,
14 ft ladder,demo_vendor,,,
14-ft Ladder,demo_vendor,,,
16 ft. Ladder,demo_vendor,,,
Blade,demo_vendor,,,
Commercial vacuum,demo_vendor,,,
Cutting Blade,demo_vendor,,,
Cutting blades,demo_vendor,,,
Disconnect light fixture,demo_vendor,,,
"Equipment (extra tall heavy duty ladder, cutting tools, safety gear",demo_vendor,,,
Exacto knife,demo_vendor,,,
Freightt,demo_vendor,,,
Manpower,demo_vendor,,,
One Man Lift,demo_vendor,,,
Other - need to specify,demo_vendor,,,
PPE and safety gear,demo_vendor,,,
PVC,demo_vendor,,,
Pipe Cutter,demo_vendor,,,
Protective equipment,demo_vendor,,,
SISSOR LIFT,demo_vendor,,,
Scaffolding,demo_vendor,,,
Utility Knife,demo_vendor,,,
Welding machine,demo_vendor,,,
Welding wire,demo_vendor,,,
helperr,demo_vendor,,,
(16) 2'x2' Ceiling Tiles,demo_vendor,,,
(2) Armstrong ceilings Grenoble 2 ft. x 4 ft. Lay-in Ceiling Tile (64 sq. ft. / case),demo_vendor,,,
*late arrival,demo_vendor,,,
"1 1/2"" p trap",demo_vendor,,,
"1 1/4 in thread drywall nails, all purpose mudd, drywall joint tape, 1 Gal of white paint",demo_vendor,,,
1 mil painters plastic,demo_vendor,,,
1 pk ceiling tile grid,demo_vendor,,,
"1/2""x36"" x 4"" Fiberglass Insulation",demo_vendor,,,
10 oz. Duster,demo_vendor,,,
10 pack ceiling tiles,demo_vendor,,,
100- pint bucket less dehumidifier,demo_vendor,,,
12ft protective plastic,demo_vendor,,,
12pk ceiling tiles,demo_vendor,,,
180 ft white PVC,demo_vendor,,,
19 ceiling tiles,demo_vendor,,,
19 x Ceiling Tiles 2x2,demo_vendor,,,
2 Single specialty tiles,demo_vendor,,,
2 cans kilz stain blocker ( flat white),demo_vendor,,,
2 ea cases of USG 2310 2x4 ceiling tiles-,demo_vendor,,,
2 ft. x 4 ft. Radar Basic White Square  Ceiling Tile 64 sft per case,demo_vendor,,,
2 ft. x 4 ft. Radar Basic White Square Edge Ceiling Tile,demo_vendor,,,
2 ft. x 4 ft. Standard Acoustic/Fiber Ceiling Tiles,demo_vendor,,,
2 x 2 Armstrong Ceiling Tiles,demo_vendor,,,
"2 x 4 Ceiling Tile,",demo_vendor,,,
"2"" cross tee",demo_vendor,,,
2' Cross Tees,demo_vendor,,,
2' x 4' Armstrong Ceiling Tiles,demo_vendor,,,
24 in. x 48 in. Tegular Ceiling Tile (80 sq. ft./Case) Ceiling Tiles,demo_vendor,,,
25 ceiling tiles,demo_vendor,,,
2X2 ceiling tile,demo_vendor,,,
2ft ceiling grid sections,demo_vendor,,,
2ft cross bracing white,demo_vendor,,,
2ft cross tees,demo_vendor,,,
2ft x 4ft Lay in Ceiling Tile 64sqft,demo_vendor,,,
2ft x 4ft directional ceiling tiles,demo_vendor,,,
2x2 Drop Ceiling Tiles,demo_vendor,,,
2x2 ceiling tile /case,demo_vendor,,,
2x4 Ceiling Tiles - Armstrong Ceilings,demo_vendor,,,
2x4 Ceiling tiles (pack of 8),demo_vendor,,,
2x4 armstrong ceiling tiles,demo_vendor,,,
2x4 ceiling tile,demo_vendor,,,
2x4 ceiling tiles,demo_vendor,,,
2×4ft stucco style drop in ceiling tiles,demo_vendor,,,
3 Armstrong Quick Hang Kit,demo_vendor,,,
30 ceiling tiles,demo_vendor,,,
"30 ceiling tiles 2x4, blades, cross support",demo_vendor,,,
3M 10.1 fl. oz. Red Fire Barrier CP 25WB Plus Sealant,demo_vendor,,,
3hr min,demo_vendor,,,
"3x3 drain pan  with pvc connector , 4- 3/4 elbows, 4-3/4 couplings, pvc glue, 5- 16ft pvc pipe",demo_vendor,,,
4 Gal. Vinyl Composition Tiles Floor Adhesive,demo_vendor,,,
4 cases 2x4 ceiling tiles,demo_vendor,,,
4 ft t 8 bulbs,demo_vendor,,,
4 ft t8 bulbs 20 count,demo_vendor,,,
4 pack of ceiling tiles,demo_vendor,,,
"4"" Fernco Connectors",demo_vendor,,,
4'x8' Wall cover,demo_vendor,,,
4-ft x 2-ft RANDOM FISSURED White Fiberglass Drop Celing Tile,demo_vendor,,,
4-ft x 2-ft Random Textured Contractor White Drop Ceiling Tile,demo_vendor,,,
45 Ceiling tiles,demo_vendor,,,
4ft ceiling grid sections,demo_vendor,,,
4pk 2x4 Commercial Ceiling Tiles,demo_vendor,,,
4x2 Kitchen Zone White Mineral Fiber Drop Ceilling Tiles Item #1407130,demo_vendor,,,
4x8 acrylic privacy panel,demo_vendor,,,
5 case ceiling tiles,demo_vendor,,,
5 cases 2x4 USG ceiling tiles,demo_vendor,,,
5 cases 2x4 ceiling tiles-,demo_vendor,,,
50 ceiling tiles (2’ x 4’),demo_vendor,,,
6 cases 2x4 drop in ceiling tiles-,demo_vendor,,,
6 gallons of cleaner-,demo_vendor,,,
64sqft Ceiling tiles,demo_vendor,,,
7 boxes of ceiling tiles,demo_vendor,,,
8  2x4 drop ceiling tile,demo_vendor,,,
8pk ceiling tiles,demo_vendor,,,
A rated lay in ceiling tiles,demo_vendor,,,
ACP  ceiling MAX lay in ceiling tiles,demo_vendor,,,
"ARMSTRONG Ceiling Tile: 1352N, 24 in x 24 in, 0.7 NRC, 12 PK",demo_vendor,,,
"ARMSTRONG Ceiling Tile: 823A, 24 in x 48 in, 15/16 in Grid Size, 0.55 NRC, 6 PK",demo_vendor,,,
"ARMSTRONG Ceiling Tile: 823A, 24 in x 48 in, Square Lay-In, 15/16 in Grid Size, 0.55 NRC, 6 PK /",demo_vendor,,,
Acoustic Ceiling Tiles,demo_vendor,,,
Acoustical Panels,demo_vendor,,,
Adapter union copper code copper 45,demo_vendor,,,
Additional ceiling tile,demo_vendor,,,
Adhesive / Ceinling Tape,demo_vendor,,,
Adhesive Glue,demo_vendor,,,
Adj for helper not recorded,demo_vendor,,,
Adj for reg not recorded,demo_vendor,,,
Adj lab regular,demo_vendor,,,
Antimicrobial Spray,demo_vendor,,,
Antimicrobial solution,demo_vendor,,,
Approved Pricing,demo_vendor,,,
Armstrong 15/16 2x2 ceiling tiles  2 boxes,demo_vendor,,,
Armstrong 2x4 radar ceiling tile,demo_vendor,,,
Armstrong CEILINGS Easy Elegance Flat Black 2 ft. x 4 ft. PVC Square Edge Lay-in Ceiling Tile ( 64 sq. ft. /case),demo_vendor,,,
Armstrong CEILINGS QUICKHANG Installation Kit White ft. 2 ft. x 4 ft. (64 sq. ft / Kit),demo_vendor,,,
Armstrong CEILINGS Single Raised Panel 2 ft. x 2 ft. Tegular Ceiling Tile (24 sq. ft. / case),demo_vendor,,,
Armstrong Ceilings QUICKHANG 2-ft x 2-ft 76-in 64.0-sq ft Galvanized steel White Grid kit,demo_vendor,,,
Armstrong Ceilings Single Raised Panel 2x2,demo_vendor,,,
"Armstrong Model #1811, 2"" x 4"", 8ct",demo_vendor,,,
"Armstrong World - 48"" Long x 24"" Wide, Wet-Formed Mineral Fiber Acoustic Ceiling Tile - ASTM E1264 Specification, White",demo_vendor,,,
Armstrong ceiling tiles,demo_vendor,,,
Armstrong ciling tiles,demo_vendor,,,
Armstrong tiles,demo_vendor,,,
"Armstrong® Ceilings Textured 2' x 4' White Drop Ceiling Tile
Model Number: 942B",demo_vendor,,,
BEHR 5 Gal. White Acrylic Interior Drywall Plus Primer and Sealer,demo_vendor,,,
BOX CEILING TILES,demo_vendor,,,
Black Ceiling tile 24 x 48,demo_vendor,,,
Bleach wipes,demo_vendor,,,
"Box of 8, USG ceiling tiles 2 ft b 4 ft ceiling tile",demo_vendor,,,
Box of Ceiling Tiles,demo_vendor,,,
Box of staples,demo_vendor,,,
Bracket and Frame Repair Materials,demo_vendor,,,
Brown duct tape,demo_vendor,,,
Brush mop,demo_vendor,,,
CAT-3410 Ceiling Tile (8 pck),demo_vendor,,,
CEILING GRID WIRE,demo_vendor,,,
CP-10-1 VI AVRYL WEATHER BARRIER COATING,demo_vendor,,,
Case of silicone,demo_vendor,,,
Cealing tiles,demo_vendor,,,
Ceilig tiles pack,demo_vendor,,,
